,Unnamed: 0,PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
228,228.0,229.0,0.0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0.0,0.0,236171,13.0,,S
229,229.0,230.0,0.0,3,"Lefebre, Miss. Mathilde",female,,3.0,1.0,4133,25.4667,,S
230,230.0,231.0,1.0,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1.0,0.0,36973,83.475,C83,S
231,231.0,232.0,0.0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0.0,0.0,347067,7.775,,S
232,232.0,233.0,0.0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0.0,0.0,237442,13.5,,S
233,233.0,234.0,1.0,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4.0,2.0,347077,31.3875,,S
234,234.0,235.0,0.0,2,"Leyson, Mr. Robert William Norman",male,24.0,0.0,0.0,C.A. 29566,10.5,,S
235,235.0,236.0,0.0,3,"Harknett, Miss. Alice Phoebe",female,,0.0,0.0,W./C. 6609,7.55,,S
236,236.0,237.0,0.0,2,"Hold, Mr. Stephen",male,44.0,1.0,0.0,26707,26.0,,S
237,237.0,238.0,1.0,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0.0,2.0,C.A. 31921,26.25,,S
238,238.0,239.0,0.0,2,"Pengelly, Mr. Frederick William",male,19.0,0.0,0.0,28665,10.5,,S
239,239.0,240.0,0.0,2,"Hunt, Mr. George Henry",male,33.0,0.0,0.0,SCO/W 1585,12.275,,S
240,240.0,241.0,0.0,3,"Zabour, Miss. Thamine",female,,1.0,0.0,2665,14.4542,,C
241,241.0,242.0,1.0,3,"Murphy, Miss. Katherine ""Kate""",female,,1.0,0.0,367230,15.5,,Q
242,242.0,243.0,0.0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0.0,0.0,W./C. 14263,10.5,,S
243,243.0,244.0,0.0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0.0,0.0,STON/O 2. 3101275,7.125,,S
244,244.0,245.0,0.0,3,"Attalah, Mr. Sleiman",male,30.0,0.0,0.0,2694,7.225,,C
245,245.0,246.0,0.0,1,"Minahan, Dr. William Edward",male,44.0,2.0,0.0,19928,90.0,C78,Q
246,246.0,247.0,0.0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0.0,0.0,347071,7.775,,S
247,247.0,248.0,1.0,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0.0,2.0,250649,14.5,,S
248,248.0,249.0,1.0,1,"Beckwith, Mr. Richard Leonard",male,37.0,1.0,1.0,11751,52.5542,D35,S
249,249.0,250.0,0.0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1.0,0.0,244252,26.0,,S
250,250.0,251.0,0.0,3,"Reed, Mr. James George",male,,0.0,0.0,362316,7.25,,S
251,251.0,252.0,0.0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1.0,1.0,347054,10.4625,G6,S
252,252.0,253.0,0.0,1,"Stead, Mr. William Thomas",male,62.0,0.0,0.0,113514,26.55,C87,S
253,253.0,254.0,0.0,3,"Lobb, Mr. William Arthur",male,30.0,1.0,0.0,A/5. 3336,16.1,,S
254,254.0,255.0,0.0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0.0,2.0,370129,20.2125,,S
255,255.0,256.0,1.0,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0.0,2.0,2650,15.2458,,C
256,256.0,257.0,1.0,1,"Thorne, Mrs. Gertrude Maybelle",female,,0.0,0.0,PC 17585,79.2,,C
257,257.0,258.0,1.0,1,"Cherry, Miss. Gladys",female,30.0,0.0,0.0,110152,86.5,B77,S
258,258.0,259.0,1.0,1,"Ward, Miss. Anna",female,35.0,0.0,0.0,PC 17755,512.3292,,C
259,259.0,260.0,1.0,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0.0,1.0,230433,26.0,,S
260,260.0,261.0,0.0,3,"Smith, Mr. Thomas",male,,0.0,0.0,384461,7.75,,Q
261,261.0,262.0,1.0,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4.0,2.0,347077,31.3875,,S
262,262.0,263.0,0.0,1,"Taussig, Mr. Emil",male,52.0,1.0,1.0,110413,79.65,E67,S
263,263.0,264.0,0.0,1,"Harrison, Mr. William",male,40.0,0.0,0.0,112059,0.0,B94,S
264,264.0,265.0,0.0,3,"Henry, Miss. Delia",female,,0.0,0.0,382649,7.75,,Q
265,265.0,266.0,0.0,2,"Reeves, Mr. David",male,36.0,0.0,0.0,C.A. 17248,10.5,,S
266,266.0,267.0,0.0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4.0,1.0,3101295,39.6875,,S
267,267.0,268.0,1.0,3,"Persson, Mr. Ernst Ulrik",male,25.0,1.0,0.0,347083,7.775,,S
268,268.0,269.0,1.0,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0.0,1.0,PC 17582,153.4625,C125,S
269,269.0,270.0,1.0,1,"Bissette, Miss. Amelia",female,35.0,0.0,0.0,PC 17760,135.6333,C99,S
270,270.0,271.0,0.0,1,"Cairns, Mr. Alexander",male,,0.0,0.0,113798,31.0,,S
271,271.0,272.0,1.0,3,"Tornquist, Mr. William Henry",male,25.0,0.0,0.0,LINE,0.0,,S
272,272.0,273.0,1.0,?,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0.0,1.0,250644,19.5,,S
273,273.0,274.0,0.0,1,"Natsch, Mr. Charles H",male,37.0,0.0,1.0,PC 17596,29.7,C118,C
274,274.0,275.0,1.0,3,"Healy, Miss. Hanora ""Nora""",female,,0.0,0.0,370375,7.75,,Q
275,275.0,276.0,1.0,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1.0,0.0,13502,77.9583,D7,S
276,276.0,277.0,0.0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0.0,0.0,347073,7.75,,S
277,277.0,278.0,0.0,2,"Parkes, Mr. Francis ""Frank""",male,,0.0,0.0,239853,0.0,,S
278,278.0,279.0,0.0,3,"Rice, Master. Eric",male,7.0,4.0,1.0,382652,29.125,,Q
279,279.0,280.0,1.0,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1.0,1.0,C.A. 2673,20.25,,S
280,280.0,281.0,0.0,3,"Duane, Mr. Frank",male,65.0,0.0,0.0,336439,7.75,,Q
281,281.0,282.0,0.0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0.0,0.0,347464,7.8542,,S
282,282.0,283.0,0.0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0.0,0.0,345778,9.5,,S
283,283.0,284.0,1.0,3,"Dorking, Mr. Edward Arthur",male,19.0,0.0,0.0,A/5. 10482,8.05,,S
284,284.0,285.0,0.0,?,"Smith, Mr. Richard William",male,,0.0,0.0,113056,26.0,A19,S
285,285.0,286.0,0.0,3,"Stankovic, Mr. Ivan",male,33.0,0.0,0.0,349239,8.6625,,C
286,286.0,287.0,1.0,3,"de Mulder, Mr. Theodore",male,30.0,0.0,0.0,345774,9.5,,S
287,287.0,288.0,0.0,3,"Naidenoff, Mr. Penko",male,22.0,0.0,0.0,349206,7.8958,,S
288,288.0,289.0,1.0,2,"Hosono, Mr. Masabumi",male,42.0,0.0,0.0,237798,13.0,,S
289,289.0,290.0,1.0,3,"Connolly, Miss. Kate",female,22.0,0.0,0.0,370373,7.75,,Q
290,290.0,291.0,1.0,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0.0,0.0,19877,78.85,,S
291,291.0,292.0,1.0,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1.0,0.0,11967,91.0792,B49,C
292,292.0,293.0,0.0,?,"Levy, Mr. Rene Jacques",male,36.0,0.0,0.0,SC/Paris 2163,12.875,D,C
293,293.0,294.0,0.0,3,"Haas, Miss. Aloisia",female,24.0,0.0,0.0,349236,8.85,,S
294,294.0,295.0,0.0,3,"Mineff, Mr. Ivan",male,24.0,0.0,0.0,349233,7.8958,,S
295,295.0,296.0,0.0,1,"Lewy, Mr. Ervin G",male,,0.0,0.0,PC 17612,27.7208,,C
296,296.0,297.0,0.0,3,"Hanna, Mr. Mansour",male,23.5,0.0,0.0,2693,7.2292,,C
297,297.0,298.0,0.0,1,"Allison, Miss. Helen Loraine",female,2.0,1.0,2.0,113781,151.55,C22 C26,S
298,298.0,299.0,1.0,?,"Saalfeld, Mr. Adolphe",male,,0.0,0.0,19988,30.5,C106,S
299,299.0,300.0,1.0,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0.0,1.0,PC 17558,247.5208,B58 B60,C
300,300.0,301.0,1.0,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0.0,0.0,9234,7.75,,Q
301,301.0,302.0,1.0,3,"McCoy, Mr. Bernard",male,,2.0,0.0,367226,23.25,,Q
302,302.0,303.0,0.0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0.0,0.0,LINE,0.0,,S
303,303.0,304.0,1.0,2,"Keane, Miss. Nora A",female,,0.0,0.0,226593,12.35,E101,Q
304,304.0,305.0,0.0,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0.0,0.0,A/5 2466,8.05,,S
305,305.0,306.0,1.0,1,"Allison, Master. Hudson Trevor",male,0.92,1.0,2.0,113781,151.55,C22 C26,S
306,306.0,307.0,1.0,1,"Fleming, Miss. Margaret",female,,0.0,0.0,17421,110.8833,,C
307,307.0,308.0,1.0,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1.0,0.0,PC 17758,108.9,C65,C
308,308.0,309.0,0.0,2,"Abelson, Mr. Samuel",male,30.0,1.0,0.0,P/PP 3381,24.0,,C
309,309.0,310.0,1.0,1,"Francatelli, Miss. Laura Mabel",female,30.0,0.0,0.0,PC 17485,56.9292,E36,C
310,310.0,311.0,1.0,1,"Hays, Miss. Margaret Bechstein",female,24.0,0.0,0.0,11767,83.1583,C54,C
311,311.0,312.0,1.0,1,"Ryerson, Miss. Emily Borie",female,18.0,2.0,2.0,PC 17608,262.375,B57 B59 B63 B66,C
312,312.0,313.0,0.0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1.0,1.0,250651,26.0,,S
313,313.0,314.0,0.0,3,"Hendekovic, Mr. Ignjac",male,28.0,0.0,0.0,349243,7.8958,,S
314,314.0,315.0,0.0,2,"Hart, Mr. Benjamin",male,43.0,1.0,1.0,F.C.C. 13529,26.25,,S
315,315.0,316.0,1.0,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0.0,0.0,347470,7.8542,,S
316,316.0,317.0,1.0,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1.0,0.0,244367,26.0,,S
317,317.0,318.0,0.0,2,"Moraweck, Dr. Ernest",male,54.0,0.0,0.0,29011,14.0,,S
318,318.0,319.0,1.0,1,"Wick, Miss. Mary Natalie",female,31.0,0.0,2.0,36928,164.8667,C7,S
319,319.0,320.0,1.0,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1.0,1.0,16966,134.5,E34,C
320,320.0,321.0,0.0,3,"Dennis, Mr. Samuel",male,22.0,0.0,0.0,A/5 21172,7.25,,S
321,321.0,322.0,0.0,?,"Danoff, Mr. Yoto",male,27.0,0.0,0.0,349219,7.8958,,S
322,322.0,323.0,1.0,2,"Slayter, Miss. Hilda Mary",female,30.0,0.0,0.0,234818,12.35,,Q
323,323.0,324.0,1.0,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1.0,1.0,248738,29.0,,S
324,324.0,325.0,0.0,3,"Sage, Mr. George John Jr",male,,8.0,2.0,CA. 2343,69.55,,S
325,325.0,326.0,1.0,1,"Young, Miss. Marie Grice",female,36.0,0.0,0.0,PC 17760,135.6333,C32,C
326,326.0,327.0,0.0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0.0,0.0,345364,6.2375,,S
327,327.0,328.0,1.0,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0.0,0.0,28551,13.0,D,S
328,328.0,329.0,1.0,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1.0,1.0,363291,20.525,,S
329,329.0,330.0,1.0,1,"Hippach, Miss. Jean Gertrude",female,16.0,0.0,1.0,111361,57.9792,B18,C
330,330.0,331.0,1.0,3,"McCoy, Miss. Agnes",female,,2.0,0.0,367226,23.25,,Q
331,331.0,332.0,0.0,1,"Partner, Mr. Austen",male,45.5,0.0,0.0,113043,28.5,C124,S
332,332.0,333.0,0.0,1,"Graham, Mr. George Edward",male,38.0,0.0,1.0,PC 17582,153.4625,C91,S
333,333.0,334.0,0.0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2.0,0.0,345764,18.0,,S
334,334.0,335.0,1.0,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1.0,0.0,PC 17611,133.65,,S
335,335.0,336.0,0.0,3,"Denkoff, Mr. Mitto",male,,0.0,0.0,349225,7.8958,,S
336,336.0,337.0,0.0,1,"Pears, Mr. Thomas Clinton",male,29.0,1.0,0.0,113776,66.6,C2,S
337,337.0,338.0,1.0,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0.0,0.0,16966,134.5,E40,C
338,338.0,339.0,1.0,3,"Dahl, Mr. Karl Edwart",male,45.0,0.0,0.0,7598,8.05,,S
339,339.0,340.0,0.0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0.0,0.0,113784,35.5,T,S
340,340.0,341.0,1.0,2,"Navratil, Master. Edmond Roger",male,2.0,1.0,1.0,230080,26.0,F2,S
341,341.0,342.0,1.0,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3.0,2.0,19950,263.0,C23 C25 C27,S
342,342.0,343.0,0.0,2,"Collander, Mr. Erik Gustaf",male,28.0,0.0,0.0,248740,13.0,,S
343,343.0,344.0,0.0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0.0,0.0,244361,13.0,,S
344,344.0,345.0,0.0,2,"Fox, Mr. Stanley Hubert",male,36.0,0.0,0.0,229236,13.0,,S
345,345.0,346.0,1.0,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0.0,0.0,248733,13.0,F33,S
346,346.0,347.0,1.0,2,"Smith, Miss. Marion Elsie",female,40.0,0.0,0.0,31418,13.0,,S
347,347.0,348.0,1.0,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1.0,0.0,386525,16.1,,S
348,348.0,349.0,1.0,3,"Coutts, Master. William Loch ""William""",male,3.0,1.0,1.0,C.A. 37671,15.9,,S
349,349.0,350.0,0.0,3,"Dimic, Mr. Jovan",male,42.0,0.0,0.0,315088,8.6625,,S
350,350.0,351.0,0.0,3,"Odahl, Mr. Nils Martin",male,23.0,0.0,0.0,7267,9.225,,S
351,351.0,352.0,0.0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0.0,0.0,113510,35.0,C128,S
352,352.0,353.0,0.0,3,"Elias, Mr. Tannous",male,15.0,1.0,1.0,2695,7.2292,,C
353,353.0,354.0,0.0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1.0,0.0,349237,17.8,,S
354,354.0,355.0,0.0,3,"Yousif, Mr. Wazli",male,,0.0,0.0,2647,7.225,,C
355,355.0,356.0,0.0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0.0,0.0,345783,9.5,,S
356,356.0,357.0,1.0,1,"Bowerman, Miss. Elsie Edith",female,22.0,0.0,1.0,113505,55.0,E33,S
357,357.0,358.0,0.0,2,"Funk, Miss. Annie Clemmer",female,38.0,0.0,0.0,237671,13.0,,S
358,358.0,359.0,1.0,3,"McGovern, Miss. Mary",female,,0.0,0.0,330931,7.8792,,Q
359,359.0,360.0,1.0,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0.0,0.0,330980,7.8792,,Q
360,360.0,361.0,0.0,3,"Skoog, Mr. Wilhelm",male,40.0,1.0,4.0,347088,27.9,,S
361,361.0,362.0,0.0,2,"del Carlo, Mr. Sebastiano",male,29.0,1.0,0.0,SC/PARIS 2167,27.7208,,C
362,362.0,363.0,0.0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0.0,1.0,2691,14.4542,,C
363,363.0,364.0,0.0,3,"Asim, Mr. Adola",male,35.0,0.0,0.0,SOTON/O.Q. 3101310,7.05,,S
364,364.0,365.0,0.0,3,"O'Brien, Mr. Thomas",male,,1.0,0.0,370365,15.5,,Q
365,365.0,366.0,0.0,?,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0.0,0.0,C 7076,7.25,,S
366,366.0,367.0,1.0,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1.0,0.0,110813,75.25,D37,C
367,367.0,368.0,1.0,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0.0,0.0,2626,7.2292,,C
368,368.0,369.0,1.0,3,"Jermyn, Miss. Annie",female,,0.0,0.0,14313,7.75,,Q
369,369.0,370.0,1.0,1,"Aubart, Mme. Leontine Pauline",female,24.0,0.0,0.0,PC 17477,69.3,B35,C
370,370.0,371.0,1.0,1,"Harder, Mr. George Achilles",male,25.0,1.0,0.0,11765,55.4417,E50,C
371,371.0,372.0,0.0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1.0,0.0,3101267,6.4958,,S
372,372.0,373.0,0.0,3,"Beavan, Mr. William Thomas",male,19.0,0.0,0.0,323951,8.05,,S
373,373.0,374.0,0.0,1,"Ringhini, Mr. Sante",male,22.0,0.0,0.0,PC 17760,135.6333,,C
374,374.0,375.0,0.0,3,"Palsson, Miss. Stina Viola",female,3.0,3.0,1.0,349909,21.075,,S
375,375.0,376.0,1.0,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1.0,0.0,PC 17604,82.1708,,C
376,376.0,377.0,1.0,3,"Landergren, Miss. Aurora Adelia",female,22.0,0.0,0.0,C 7077,7.25,,S
377,377.0,378.0,0.0,1,"Widener, Mr. Harry Elkins",male,27.0,0.0,2.0,113503,211.5,C82,C
378,378.0,379.0,0.0,3,"Betros, Mr. Tannous",male,20.0,0.0,0.0,2648,4.0125,,C
379,379.0,380.0,0.0,?,"Gustafsson, Mr. Karl Gideon",male,19.0,0.0,0.0,347069,7.775,,S
380,380.0,381.0,1.0,?,"Bidois, Miss. Rosalie",female,42.0,0.0,0.0,PC 17757,227.525,,C
381,381.0,382.0,1.0,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0.0,2.0,2653,15.7417,,C
382,382.0,383.0,0.0,3,"Tikkanen, Mr. Juho",male,32.0,0.0,0.0,STON/O 2. 3101293,7.925,,S
383,383.0,384.0,1.0,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1.0,0.0,113789,52.0,,S
384,384.0,385.0,0.0,3,"Plotcharsky, Mr. Vasil",male,,0.0,0.0,349227,7.8958,,S
385,385.0,386.0,0.0,2,"Davies, Mr. Charles Henry",male,18.0,0.0,0.0,S.O.C. 14879,73.5,,S
386,386.0,387.0,0.0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5.0,2.0,CA 2144,46.9,,S
387,387.0,388.0,1.0,2,"Buss, Miss. Kate",female,36.0,0.0,0.0,27849,13.0,,S
388,388.0,389.0,0.0,3,"Sadlier, Mr. Matthew",male,,0.0,0.0,367655,7.7292,,Q
389,389.0,390.0,1.0,2,"Lehmann, Miss. Bertha",female,17.0,0.0,0.0,SC 1748,12.0,,C
390,390.0,391.0,1.0,?,"Carter, Mr. William Ernest",male,36.0,1.0,2.0,113760,120.0,B96 B98,S
391,391.0,392.0,1.0,3,"Jansson, Mr. Carl Olof",male,21.0,0.0,0.0,350034,7.7958,,S
392,392.0,393.0,0.0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2.0,0.0,3101277,7.925,,S
393,393.0,394.0,1.0,1,"Newell, Miss. Marjorie",female,23.0,1.0,0.0,35273,113.275,D36,C
394,394.0,395.0,1.0,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0.0,2.0,PP 9549,16.7,G6,S
395,395.0,396.0,0.0,3,"Johansson, Mr. Erik",male,22.0,0.0,0.0,350052,7.7958,,S
396,396.0,397.0,0.0,3,"Olsson, Miss. Elina",female,31.0,0.0,0.0,350407,7.8542,,S
397,397.0,398.0,0.0,2,"McKane, Mr. Peter David",male,46.0,0.0,0.0,28403,26.0,,S
398,398.0,399.0,0.0,2,"Pain, Dr. Alfred",male,23.0,0.0,0.0,244278,10.5,,S
399,399.0,400.0,1.0,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0.0,0.0,240929,12.65,,S
400,400.0,401.0,1.0,3,"Niskanen, Mr. Juha",male,39.0,0.0,0.0,STON/O 2. 3101289,7.925,,S
401,401.0,402.0,0.0,3,"Adams, Mr. John",male,26.0,0.0,0.0,341826,8.05,,S
402,402.0,403.0,0.0,3,"Jussila, Miss. Mari Aina",female,21.0,1.0,0.0,4137,9.825,,S
403,403.0,404.0,0.0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1.0,0.0,STON/O2. 3101279,15.85,,S
404,404.0,405.0,0.0,3,"Oreskovic, Miss. Marija",female,20.0,0.0,0.0,315096,8.6625,,S
405,405.0,406.0,0.0,2,"Gale, Mr. Shadrach",male,34.0,1.0,0.0,28664,21.0,,S
406,406.0,407.0,0.0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0.0,0.0,347064,7.75,,S
407,407.0,408.0,1.0,2,"Richards, Master. William Rowe",male,3.0,1.0,1.0,29106,18.75,,S
408,408.0,409.0,0.0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0.0,0.0,312992,7.775,,S
409,409.0,410.0,0.0,3,"Lefebre, Miss. Ida",female,,3.0,1.0,4133,25.4667,,S
410,410.0,411.0,0.0,3,"Sdycoff, Mr. Todor",male,,0.0,0.0,349222,7.8958,,S
411,411.0,412.0,0.0,?,"Hart, Mr. Henry",male,,0.0,0.0,394140,6.8583,,Q
412,412.0,413.0,1.0,?,"Minahan, Miss. Daisy E",female,33.0,1.0,0.0,19928,90.0,C78,Q
413,413.0,414.0,0.0,2,"Cunningham, Mr. Alfred Fleming",male,,0.0,0.0,239853,0.0,,S
414,414.0,415.0,1.0,3,"Sundman, Mr. Johan Julian",male,44.0,0.0,0.0,STON/O 2. 3101269,7.925,,S
415,415.0,416.0,0.0,?,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0.0,0.0,343095,8.05,,S
416,416.0,417.0,1.0,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1.0,1.0,28220,32.5,,S
417,417.0,418.0,1.0,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0.0,2.0,250652,13.0,,S
418,418.0,419.0,0.0,2,"Matthews, Mr. William John",male,30.0,0.0,0.0,28228,13.0,,S
419,419.0,420.0,0.0,3,"Van Impe, Miss. Catharina",female,10.0,0.0,2.0,345773,24.15,,S
420,420.0,421.0,0.0,?,"Gheorgheff, Mr. Stanio",male,,0.0,0.0,349254,7.8958,,C
421,421.0,422.0,0.0,3,"Charters, Mr. David",male,21.0,0.0,0.0,A/5. 13032,7.7333,,Q
422,422.0,423.0,0.0,3,"Zimmerman, Mr. Leo",male,29.0,0.0,0.0,315082,7.875,,S
423,423.0,424.0,0.0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1.0,1.0,347080,14.4,,S
424,424.0,425.0,0.0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1.0,1.0,370129,20.2125,,S
425,425.0,426.0,0.0,3,"Wiseman, Mr. Phillippe",male,,0.0,0.0,A/4. 34244,7.25,,S
426,426.0,427.0,1.0,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1.0,0.0,2003,26.0,,S
427,427.0,428.0,1.0,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0.0,0.0,250655,26.0,,S
428,428.0,429.0,0.0,3,"Flynn, Mr. James",male,,0.0,0.0,364851,7.75,,Q
429,429.0,430.0,1.0,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0.0,0.0,SOTON/O.Q. 392078,8.05,E10,S
430,430.0,431.0,1.0,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0.0,0.0,110564,26.55,C52,S
431,431.0,432.0,1.0,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1.0,0.0,376564,16.1,,S
432,432.0,433.0,1.0,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1.0,0.0,SC/AH 3085,26.0,,S
433,433.0,434.0,0.0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0.0,0.0,STON/O 2. 3101274,7.125,,S
434,434.0,435.0,0.0,1,"Silvey, Mr. William Baird",male,50.0,1.0,0.0,13507,55.9,E44,S
435,435.0,436.0,1.0,1,"Carter, Miss. Lucile Polk",female,14.0,1.0,2.0,113760,120.0,B96 B98,S
436,436.0,437.0,0.0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2.0,2.0,W./C. 6608,34.375,,S
437,437.0,438.0,1.0,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2.0,3.0,29106,18.75,,S
438,438.0,439.0,0.0,1,"Fortune, Mr. Mark",male,64.0,1.0,4.0,19950,263.0,C23 C25 C27,S
439,439.0,440.0,0.0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0.0,0.0,C.A. 18723,10.5,,S
440,440.0,441.0,1.0,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1.0,1.0,F.C.C. 13529,26.25,,S
441,441.0,442.0,0.0,3,"Hampe, Mr. Leon",male,20.0,0.0,0.0,345769,9.5,,S
442,442.0,443.0,0.0,3,"Petterson, Mr. Johan Emil",male,25.0,1.0,0.0,347076,7.775,,S
443,443.0,444.0,1.0,2,"Reynaldo, Ms. Encarnacion",female,28.0,0.0,0.0,230434,13.0,,S
444,444.0,445.0,1.0,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0.0,0.0,65306,8.1125,,S
445,445.0,446.0,1.0,1,"Dodge, Master. Washington",male,4.0,0.0,2.0,33638,81.8583,A34,S
446,446.0,447.0,1.0,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0.0,1.0,250644,19.5,,S
447,447.0,448.0,1.0,1,"Seward, Mr. Frederic Kimber",male,34.0,0.0,0.0,113794,26.55,,S
448,448.0,449.0,1.0,3,"Baclini, Miss. Marie Catherine",female,5.0,2.0,1.0,2666,19.2583,,C
449,449.0,450.0,1.0,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0.0,0.0,113786,30.5,C104,S
450,450.0,451.0,0.0,2,"West, Mr. Edwy Arthur",male,36.0,1.0,2.0,C.A. 34651,27.75,,S
451,451.0,452.0,0.0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1.0,0.0,65303,19.9667,,S
452,452.0,453.0,0.0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0.0,0.0,113051,27.75,C111,C
453,453.0,454.0,1.0,1,"Goldenberg, Mr. Samuel L",male,49.0,1.0,0.0,17453,89.1042,C92,C
454,454.0,455.0,0.0,3,"Peduzzi, Mr. Joseph",male,,0.0,0.0,A/5 2817,8.05,,S
455,455.0,456.0,1.0,3,"Jalsevac, Mr. Ivan",male,29.0,0.0,0.0,349240,7.8958,,C
456,456.0,457.0,0.0,1,"Millet, Mr. Francis Davis",male,65.0,0.0,0.0,13509,26.55,E38,S
